"Date of News/Twitter","Tweet content/news headline","source of news / person name who has tweeted","label","score",,,,,
"2022-03-02 11:24:32","Fortescue has started construction of a green energy manufacturing centre (GEM) in Queensland, Australia, with the multi-gigawatt-scale electrolyser capacity for #hydrogen production.

https://t.co/VZzcXdYR07","molly_burgess97","POSITIVE",0.960288166999817,,,,,
"2022-03-02 11:22:38","@notNautE Green hydrogen didn't exist in early 2000s. It's quite new

https://t.co/0AjyDXL8ez","SariSamarajeewa","NEGATIVE",0.994310259819031,,,,,
"2022-03-02 11:21:24","RT @ProfitKing7: One best/safe stock from each sector for next decade of investing

🔺Renewable Energy - Boro Renew
🔺EVs- Tata Motors
🔺Solar…","nayan_hemwani","POSITIVE",0.99664956331253,,,,,
"2022-03-02 11:19:48","Stepping on the gas on green hydrogen https://t.co/YzedC7fEwL","AB_Delhi","NEGATIVE",0.94660872220993,,,,,
"2022-03-02 11:18:05","@mark_lynas @rcbregman Excess solar and wind can become not intermittent though, as I'm sure you're aware. 
Storing it in batteries, including car batteries thanks to bidirectional charging, turning it into green hydrogen, ammonia, or many other ways (some unavailable to NL, like gravitational storage)","GregVidua","NEGATIVE",0.992066144943237,,,,,
"2022-03-02 11:17:46","RT @WSP_ME: In the latest episode of the #Anticipate podcast, our Technical Director - Power Generation, Richard Lappin, caught up with Mik…","Petrine05647629","POSITIVE",0.950408518314362,,,,,
"2022-03-02 11:16:43","RT @beisgovuk: Energy storage tech is taking off with a £6.7m boost 🔋

From thermal batteries to green hydrogen, this is crucial for our tr…","FCDOClimate","POSITIVE",0.984954357147217,,,,,
"2022-03-02 11:15:41","@aberdeenCF @theSNP Further, i understand pedelecs are being introduced into Aberdeen this year as part of the Aberdeen Council hydrogen team mix for ""last mile delivery"", falling nicely into the ""Green Recovery"" Great idea although cycle infrastructure network needs to be the foresight long term.","neilrobbnet","POSITIVE",0.997988939285278,,,,,
"2022-03-02 11:15:38","In the latest episode of the #Anticipate podcast, our Technical Director - Power Generation, Richard Lappin, caught up with Mike Theobald, Director - Energy Transition from @WSP_UK to talk about the shift towards #renewables. #WeAreWSP https://t.co/uFtlSCY4yB https://t.co/yDcBbqUs4m","WSP_ME","POSITIVE",0.978681266307831,,,,,
"2022-03-02 11:12:18","Green hydrogen is a pipedream anno 2022. The market is firmly dominated by Big Petrol, we're barely making a dent in that market with actual green hydrogen.
https://t.co/VsHtj5n8TG","renewclear1","NEGATIVE",0.999302625656128,,,,,
"2022-03-02 11:08:18","RT @Eng_IT_Sydney: Updated: energy expert Prof Jun Huang has shared how the crisis has exposed Europe’s energy vulnerabilities.

This could…","HuangGroupUSyd","POSITIVE",0.986701190471649,,,,,
"2022-03-02 11:07:55","RT @Province_ASX: Today we announced the completion of a positive scoping study for the HyEnergy green hydrogen development. This important…","shaunnalk","POSITIVE",0.998785316944122,,,,,
"2022-03-02 11:05:03","RT @KirsimarjaB: Welcome to a Webinar on  #digital #collaboration and #hydrogen hosted by my colleagues Mariana Lyra &amp"," Kateryna Kryszhanivs…","piadibe","POSITIVE",0.994810581207275,,,,
"2022-03-02 11:02:56","@POTUS Better yet, maybe now is the time to remove US dependency on unsustainable energy sources. Invest in hydrogen cars, invest in electric cars, invest in hybrid cars. Get our national energy grid off of its reliance on polluting energy. Embrace the green New deal.","worldbuilder93","POSITIVE",0.571174323558807,,,,,
"2022-03-02 11:01:28","RT @gnievchenko: Kees is right, the assumptions governing most (all?) economic analysis of green vs blue vs grey hydrogen out there are no…","dale_wen","POSITIVE",0.580260336399078,,,,,
"2022-03-02 11:00:03","RT @ScotExpo2020: Scotland is currently the world leader in the deployment of floating wind, with plans for a huge expansion of wind and gr…","isthisab0t","POSITIVE",0.998880922794342,,,,,
"2022-03-02 11:00:02","Scotland is currently the world leader in the deployment of floating wind, with plans for a huge expansion of wind and green hydrogen projects✳️

Read more about Scotland's plans in sustainable energy below👇
https://t.co/yA6IoZjbFy 
#ScotlandIsNow #NetZero #Hydrogen","ScotExpo2020","POSITIVE",0.989211082458496,,,,,
"2022-03-02 10:59:57","RT @BallardPwr: The plant will have a capacity of 40,000 tonnes of hydrogen per year, accounting for about 30% of Spain's current hydrogen…","ggagliardi59","POSITIVE",0.967660248279572,,,,,
"2022-03-02 10:59:47","RT @EcomnewsAfrique: #Africa: #Niger could become one of the first #oil producers in Africa to experiment with decarbonization technology u…","NigerfriendNew","POSITIVE",0.694076716899872,,,,,
"2022-03-02 10:55:06","Green hydrogen in Romania – embracing the future - Bizlawyer - portalul avocaturii de business din Romania https://t.co/6GU48hSOQN via @BizlawyerRo","BizLawyerRo","POSITIVE",0.88930869102478,,,,,
"2022-03-02 10:52:37","RT @cinea_eu: 🔌⛴️#Electric and #hydrogen-powered #boats can make urban #transport more #sustainable.

Find out how the #EU-funded #TrAM pro…","anna_tambo","NEGATIVE",0.9843310713768,,,,,
"2022-03-02 10:50:00","#Africa: #Niger could become one of the first #oil producers in Africa to experiment with decarbonization technology using green #hydrogen. https://t.co/OcGfrdaoeD https://t.co/QvqwvEX9YO","EcomnewsAfrique","NEGATIVE",0.964658200740814,,,,,
"2022-03-02 10:49:02","First day in new team and we’re working on a deal to finance green hydrogen production. 

Joel SZN. https://t.co/9Zgy19RhFs","JoelxKodjo","NEGATIVE",0.949186742305756,,,,,
"2022-03-02 10:46:50","RT @MJohnsonSG1: 👇 🏴󠁧󠁢󠁳󠁣󠁴󠁿 NSET published today. Hugely significant. ‘New market opportunities’ programme includes export of green hydrogen…","ScotGovBrussels","POSITIVE",0.999080538749695,,,,,
"2022-03-02 10:44:27","Forecasts for the future of hydrogen and, more specifically, green hydrogen, the ultimate net-zero fuel, have been quite upbeat in the past couple of years. https://t.co/3Iico1Kfvs via @oilandenergy #electricity","Energy_Brokers","POSITIVE",0.99393230676651,,,,,
"2022-03-02 10:43:15","RT @TinneVdS: Increasing the share of #renewable energies is a matter of national and european security. Every MW produced with #solar and…","DiverCity10","POSITIVE",0.551183819770813,,,,,
"2022-03-02 10:43:10","Green Ammonia Market to Grow $5,415 Million by 2030 
https://t.co/97K1nte3N1 
via @benzinga 

#green #ammonia #GreenAmmonia #energy #power #electricity #renewableenergy #renewables #renewable #greenfuel #GreenEnergy #hydrogeneconomy #hydrogen #utilities #AsiaPacific #Europe","SiddhantDongare","NEGATIVE",0.97097235918045,,,,,
"2022-03-02 10:42:44","RT @Province_ASX: Today we announced the completion of a positive scoping study for the HyEnergy green hydrogen development. This important…","_2020______","POSITIVE",0.998785316944122,,,,,
"2022-03-02 10:41:48","@citylordmayor @LivUni It was exciting to host the Lord Mayor, City of London last week @livunisire . We are glad you enjoyed the visit to our labs and facilties, where we are researching efficient ways towards green hydrogen generation, and novel solar energy and battery storage materials.","livunisire","POSITIVE",0.999507069587708,,,,,
"2022-03-02 10:41:21","RT @H2Green_: Why choose #GreenHydrogen?

No carbon compromise. Ever!

To find out why green hydrogen is the #CleanEnergy solution the UK h…","IGEMGi","NEGATIVE",0.981706798076629,,,,,
"2022-03-02 10:41:20","@notNautE Green hydrogen is one of the fastest growing segments in the world's energy outlook","SariSamarajeewa","POSITIVE",0.999433934688568,,,,,
"2022-03-02 10:40:45","RT @h2_view: .@FortescueNews has started construction of a green energy manufacturing centre (GEM) in Queensland, #Australia, with the mult…","Kennethmalm4","NEGATIVE",0.982901036739349,,,,,
"2022-03-02 10:38:46","RT @ProfitKing7: One best/safe stock from each sector for next decade of investing

🔺Renewable Energy - Boro Renew
🔺EVs- Tata Motors
🔺Solar…","RavindharanRK","POSITIVE",0.99664956331253,,,,,
"2022-03-02 10:37:41","Origin teams with Orica to propose Hunter green hydrogen hub | RenewEconomy https://t.co/ZHmpHerQrj","noevanhulst","NEGATIVE",0.973116219043732,,,,,
"2022-03-02 10:36:59","The plant will have a capacity of 40,000 tonnes of hydrogen per year, accounting for about 30% of Spain's current hydrogen demand.

https://t.co/ZIoDD160gQ  

#greenhydrogen #energytransition","BallardPwr","NEGATIVE",0.835546791553497,,,,,
"2022-03-02 10:35:54","@magnamundian @Dale13260598 @SloanDan @mattgrocoff Hence a huge number of green hydrogen plants being built right now.","RaffKarva","POSITIVE",0.985983312129974,,,,,
"2022-03-02 10:34:45","RT @ISUW22: We are pleased to welcome Anand Vasudevan, Founder &amp; CEO, Spotimyze Energy &amp; Mobility Inc as speaker for the Thematic Session o…","IndiaSmartGridF","POSITIVE",0.999613463878632,,,,,
"2022-03-02 10:30:49","RT @swisstech: The #startup and @esaBICch incubatee @sohhytec has developed a method to produce green #hydrogen. 

Their artificial tree sy…","superteamup","NEGATIVE",0.979382157325745,,,,,
"2022-03-02 10:30:16","RT @swisstech: The #startup and @esaBICch incubatee @sohhytec has developed a method to produce green #hydrogen. 

Their artificial tree sy…","Productier1","NEGATIVE",0.979382157325745,,,,,
"2022-03-02 10:30:04","The #startup and @esaBICch incubatee @sohhytec has developed a method to produce green #hydrogen. 

Their artificial tree system called ""Arbs"" can produce hydrogen out of #sustainable sunlight and water while co-generating oxygen as well as heat.

https://t.co/9cPyyehi42","swisstech","NEGATIVE",0.949877023696899,,,,,
"2022-03-02 10:29:03","https://t.co/KpBpDGGo2V","TermShor","NEGATIVE",0.994179606437683,,,,,
"2022-03-02 10:23:25","RT @ProfitKing7: One best/safe stock from each sector for next decade of investing

🔺Renewable Energy - Boro Renew
🔺EVs- Tata Motors
🔺Solar…","kuravijaykumar","POSITIVE",0.99664956331253,,,,,
"2022-03-02 10:20:28","@ClownWorldDan @ProfPCDoherty Clown, where are all the spare Mw coming from to make green hydrogen? Oh that’s right the same RE sources that can charge BEVs - with less energy loss and reduced need for new infrastructure.","Bosca61","NEGATIVE",0.994176626205444,,,,,
"2022-03-02 10:18:20","RT @gd4s_eu: 👏In 2⃣0⃣2⃣1⃣, our Portuguese member GGND launched the Green Pipeline Project, the first project in 🇵🇹 to inject #Hydrogen in t…","ACROCHA76","NEGATIVE",0.842846095561981,,,,,
"2022-03-02 10:18:16","RT @DXBMediaOffice: مشروع الهيدروجين الأخضر، الذي نفذته هيئة كهرباء ومياه #دبي بالتعاون مع إكسبو 2020 دبي، وشركة سيمنس للطاقة في مجمع محمد…","GoldShammah113","NEGATIVE",0.922876000404358,,,,,
"2022-03-02 10:17:46",".@FortescueNews has started construction of a green energy manufacturing centre (GEM) in Queensland, #Australia, with the multi-gigawatt-scale electrolyser capacity for #hydrogen production.

#HydrogenNow #H2View

https://t.co/t4ZRaRQ4RY","h2_view","POSITIVE",0.963997483253479,,,,,
"2022-03-02 10:17:38",".@FortescueNews has started construction of a green energy manufacturing centre (GEM) in Queensland, #Australia, with the multi-gigawatt-scale electrolyser capacity for #hydrogen production.

#HydrogenNow #H2View

https://t.co/aNBcNoTk49","GHeynes98","POSITIVE",0.967443287372589,,,,,
"2022-03-02 10:16:45","RT @KOSullivanIT: Straight talking at Climate Committee: Mega offshore wind paired with green hydrogen is realisable for Ireland...But bloc…","adoolan34","NEGATIVE",0.900906205177307,,,,,
"2022-03-02 10:05:18","@Deetray @alpsa The eastern Australia grid is 75% fossil fuels so no, just because there is an electrolyser does not mean it is green hydrogen.","TimKellyAdl","NEGATIVE",0.994118332862854,,,,,
"2022-03-02 10:02:37","RT @StockTrader1_0: #EUA @eurasiamining strategy:
1) Sell PGM carve out to Japan buyer
2) Sell Nickel carve out to China/South Africa
3) EU…","Chris51933639","NEGATIVE",0.991825103759766,,,,,
"2022-03-02 09:59:26","Straight talking at Climate Committee: Mega offshore wind paired with green hydrogen is realisable for Ireland...But blockages, especially around planning/consent in the way = delay and uncertainty  @WindEnergyIRL @ESBGroup @BrianLeddin  https://t.co/E5hKToMzHy via @IrishTimes","KOSullivanIT","NEGATIVE",0.993619620800018,,,,,
"2022-03-02 09:59:22","RT @ProfitKing7: One best/safe stock from each sector for next decade of investing

🔺Renewable Energy - Boro Renew
🔺EVs- Tata Motors
🔺Solar…","hindustani1968","POSITIVE",0.99664956331253,,,,,
"2022-03-02 09:57:23","@adechapmanlaw @SloanDan @Dale13260598 @mattgrocoff Green hydrogen can make a huge difference, but inserting it (and it’s known thermodynamic conversion, storage, transport issues etc) unnecessarily into workflows instead of more efficient direct electrification is a waste of precious renewables.

Grey/Blue hydrogen = Fossil Fuels","DavidDoyle74","NEGATIVE",0.999593794345856,,,,,
"2022-03-02 09:57:23","RT @cer_aus: CER is proud to partner with @Deakin University and Sava Engineering on a game-changing technology that provides an environmen…","_Duck_Tweeting","POSITIVE",0.999633312225342,,,,,
"2022-03-02 09:57:22","RT @DXBMediaOffice: مشروع الهيدروجين الأخضر، الذي نفذته هيئة كهرباء ومياه #دبي بالتعاون مع إكسبو 2020 دبي، وشركة سيمنس للطاقة في مجمع محمد…","almansoori7001","NEGATIVE",0.922876000404358,,,,,
"2022-03-02 09:56:59","RT @DXBMediaOffice: The Green Hydrogen project, implemented by @DEWAOfficial, in collaboration with @expo2020dubai  &amp; @Siemens_Energy  at t…","almansoori7001","NEGATIVE",0.949776768684387,,,,,
"2022-03-02 09:56:34","@DavidDoyle74 @SloanDan @Dale13260598 @mattgrocoff My main concern is we are going to get promised green hydrogen and get blue/grey instead.. not that blue is even possible.","adechapmanlaw","NEGATIVE",0.998713970184326,,,,,
"2022-03-02 09:55:45","Green Hydrogen, one of DEWA’s solutions to diversify energy sources https://t.co/RZ5LIBqtCG","Emirati_News","NEGATIVE",0.958656549453735,,,,,
"2022-03-02 09:52:16","Green Hydrogen, one of DEWA’s solutions to diversify energy sources https://t.co/BAdvpEJUB3","tdpel","NEGATIVE",0.976093709468842,,,,,
"2022-03-02 09:52:15","Green Hydrogen, one of DEWA’s solutions to diversify energy sources https://t.co/d2am7Eg6nr","PelMedic","NEGATIVE",0.946694910526276,,,,,
"2022-03-02 09:48:31","RT @H2Europe: .@froniussolar #SOLHUB in #Austria offers a #sustainable solution for generating, storing and distributing #greenhydrogen int…","RevolveMediaCo","POSITIVE",0.80843722820282,,,,,
"2022-03-02 09:47:56","RT @TerrestrialMSR: Read our latest blog post by CEO Simon Irish: 
Generation 4 Fission Technology Changes Equation on Green #Hydrogen
#Gen…","powerfromspace1","NEGATIVE",0.89782041311264,,,,,
"2022-03-02 09:47:23","@KwasiKwarteng What about @edfenergy ?
https://t.co/O6aYYGFzvd","c_macdowell","NEGATIVE",0.996298253536224,,,,,
"2022-03-02 09:47:17","RT @H2Europe: .@froniussolar #SOLHUB in #Austria offers a #sustainable solution for generating, storing and distributing #greenhydrogen int…","makisig_itrade","POSITIVE",0.80843722820282,,,,,
"2022-03-02 09:46:15","Welcome to a Webinar on  #digital #collaboration and #hydrogen hosted by my colleagues Mariana Lyra &amp"," Kateryna Kryszhanivska together with Charlotte Hussy from Women in Green Hydrogen @UniLUT #Greenrenew #LUTbiz https://t.co/Vw7BobeE84 https://t.co/LkNzWl6xH4","KirsimarjaB","POSITIVE",0.971107363700867,,,,
"2022-03-02 09:42:46","RT @cinea_eu: 🔌⛴️#Electric and #hydrogen-powered #boats can make urban #transport more #sustainable.

Find out how the #EU-funded #TrAM pro…","HorizonReviewEU","NEGATIVE",0.9843310713768,,,,,
"2022-03-02 09:41:01","@TimKellyAdl @alpsa Says they are building Electrolyzes, which leads me to believe it's Green Hydrogen.","Deetray","POSITIVE",0.964183568954468,,,,,
"2022-03-02 09:40:34","Summary of some of the coverage of our meeting with the Oireachtas Climate Action Committee yesterday.

Huge potential for offshore #WindEnergy and for green hydrogen.

But we need resources for the planning system and a stronger electricity grid. https://t.co/4P7elJ5lSk","WindEnergyIRL","NEGATIVE",0.977246522903442,,,,,
"2022-03-02 09:39:40","RT @dbell2100: @ryannfhogg @TimHarcourt Great podcast. Europe is going to need to ramp up electrification into many sectors, if it's going…","ewster","POSITIVE",0.747232973575592,,,,,
"2022-03-02 09:36:56","RT @iha_org: 📰 Study launches to produce #hydrogen from #hydropower in Paraguay.

Neo Green Hydrogen Corporation has signed an agreement wi…","StettnPe","NEGATIVE",0.941550672054291,,,,,
"2022-03-02 09:36:28","RT @cinea_eu: 🔌⛴️#Electric and #hydrogen-powered #boats can make urban #transport more #sustainable.

Find out how the #EU-funded #TrAM pro…","bd_alx","NEGATIVE",0.9843310713768,,,,,
"2022-03-02 09:34:53","Green Hydrogen Technology holt ehemaligen ZF-CEO in den Beirat Green Hydrogen Technology GmbH [Newsroom]
Augsburg (ots) - Hans-Georg Härter, der frühere Vorstandsvorsitzende der ZF Friedrichshafen AG, und der ehemalige McKinsey-Partner Philipp Härle soll… https://t.co/VdGr92jSCb","augsburg_news","NEGATIVE",0.945265650749206,,,,,
"2022-03-02 09:34:34","RT @dbell2100: @ryannfhogg @TimHarcourt Great podcast. Europe is going to need to ramp up electrification into many sectors, if it's going…","ryannfhogg","POSITIVE",0.747232973575592,,,,,
"2022-03-02 09:34:33","RT @dbell2100: @ryannfhogg @TimHarcourt Great podcast. Europe is going to need to ramp up electrification into many sectors, if it's going…","TimHarcourt","POSITIVE",0.747232973575592,,,,,
"2022-03-02 09:32:47","RT @ProfitKing7: One best/safe stock from each sector for next decade of investing

🔺Renewable Energy - Boro Renew
🔺EVs- Tata Motors
🔺Solar…","sunit_chandra","POSITIVE",0.99664956331253,,,,,
"2022-03-02 09:32:21","@ryannfhogg @TimHarcourt Great podcast. Europe is going to need to ramp up electrification into many sectors, if it's going to kick its oil and gas addiction. Heat pumps, induction cooktops, electric vehicles and green hydrogen certainly will be the go. renewables and nuclear. @au_shareplicity","dbell2100","POSITIVE",0.875264644622803,,,,,
"2022-03-02 09:29:41","RT @H2Europe: Race 4 #greenH2 production has started &amp"," EU can’t be 1st in class running w/ weight on its shoulders. No reason to not recogn…","JrMasca","NEGATIVE",0.999143242835998,,,,
"2022-03-02 09:29:29","RT @cer_aus: CER is proud to partner with @Deakin University and Sava Engineering on a game-changing technology that provides an environmen…","rikkitweets","POSITIVE",0.999633312225342,,,,,
"2022-03-02 09:28:10","RT @StockTrader1_0: #EUA @eurasiamining strategy:
1) Sell PGM carve out to Japan buyer
2) Sell Nickel carve out to China/South Africa
3) EU…","invbluesky_","NEGATIVE",0.991825103759766,,,,,
"2022-03-02 09:26:15","#EUA @eurasiamining strategy:
1) Sell PGM carve out to Japan buyer
2) Sell Nickel carve out to China/South Africa
3) EUA V2.0 will focus on Russia and Green Hydrogen. #EndTheWar and see 50p. Until then, patience!","StockTrader1_0","NEGATIVE",0.987103164196014,,,,,
"2022-03-02 09:25:11","RT @cinea_eu: 🔌⛴️#Electric and #hydrogen-powered #boats can make urban #transport more #sustainable.

Find out how the #EU-funded #TrAM pro…","MarioJohaness12","NEGATIVE",0.9843310713768,,,,,
"2022-03-02 09:22:31","RT @gnievchenko: Kees is right, the assumptions governing most (all?) economic analysis of green vs blue vs grey hydrogen out there are no…","Ferran_RP","POSITIVE",0.580260336399078,,,,,
"2022-03-02 09:20:14","OPINION | India already is a world leader in the growth rate of renewable energy.

#renewableenergy #GreenHydrogen 

https://t.co/20Qwx5uXCD","FinancialXpress","POSITIVE",0.994781315326691,,,,,
"2022-03-02 09:20:11","RT @ProfitKing7: One best/safe stock from each sector for next decade of investing

🔺Renewable Energy - Boro Renew
🔺EVs- Tata Motors
🔺Solar…","RChamarth","POSITIVE",0.99664956331253,,,,,
"2022-03-02 09:18:41","RT @TinneVdS: Increasing the share of #renewable energies is a matter of national and european security. Every MW produced with #solar and…","jan_snauwaert","POSITIVE",0.551183819770813,,,,,
"2022-03-02 09:18:03","🔌⛴️#Electric and #hydrogen-powered #boats can make urban #transport more #sustainable.

Find out how the #EU-funded #TrAM project will make it possible for #passengers to commute on a #ZeroEmissions revolutionary #ferry !

#H2020Transport

https://t.co/Tu6nreOytw https://t.co/maXjCLBVUx","cinea_eu","NEGATIVE",0.97430545091629,,,,,
"2022-03-02 09:15:36","@william_sw @nelhydrogen But Chevron is bad. Anyway, green hydrogen please.","nsreddy08","NEGATIVE",0.999101400375366,,,,,
"2022-03-02 09:14:58","@JoeBiden To be fair, most of your electric comes from fossil fueled power stations. How will this help with climate change? It may help with smog. Green hydrogen created by electrolysis for hydrogen combustion engines is the only green option. Convert current diesel engines.","teknomic","NEGATIVE",0.997245073318481,,,,,
"2022-03-02 09:14:41","ah een kleine elektrolyzer https://t.co/WvyVNq9f7j","d_A_P_O","NEGATIVE",0.995554864406586,,,,,
"2022-03-02 09:14:01","Green Hydrogen Systems gick back nästan en halv miljard under 2021 https://t.co/1UpYVsDv68 #energy #hydrogen #interim #stocks","FinwireSmallcap","NEGATIVE",0.988604307174683,,,,,
"2022-03-02 09:12:17","RT @ProfitKing7: One best/safe stock from each sector for next decade of investing

🔺Renewable Energy - Boro Renew
🔺EVs- Tata Motors
🔺Solar…","RAJstumescent","POSITIVE",0.99664956331253,,,,,
"2022-03-02 09:09:08","@KadriSimson Green hydrogen please","nsreddy08","POSITIVE",0.994072020053864,,,,,
"2022-03-02 09:06:09","RT @ProfitKing7: One best/safe stock from each sector for next decade of investing

🔺Renewable Energy - Boro Renew
🔺EVs- Tata Motors
🔺Solar…","NeilDso34803905","POSITIVE",0.99664956331253,,,,,
"2022-03-02 09:04:18","RT @Gi_Saudi: Saudi Arabia is “committed” to delivering green hydrogen says HE Eng. Abdullah Alswaha (@aalswaha). https://t.co/AgEYRM5u14","Pumice_exporter","NEGATIVE",0.717999637126923,,,,,
"2022-03-02 09:02:25","RT @H2Europe: .@froniussolar #SOLHUB in #Austria offers a #sustainable solution for generating, storing and distributing #greenhydrogen int…","VMLSoares","POSITIVE",0.80843722820282,,,,,
"2022-03-02 09:02:14","RT @cer_aus: CER is proud to partner with @Deakin University and Sava Engineering on a game-changing technology that provides an environmen…","aparker349_andy","POSITIVE",0.999633312225342,,,,,
"2022-03-02 09:02:04","Green Hydrogen Technology holt ehemaligen ZF-CEO in den Beirat  https://t.co/h1bj6gafxE","VIEmediaNEWS","NEGATIVE",0.953342795372009,,,,,
"2022-03-02 09:01:20",".@froniussolar #SOLHUB in #Austria offers a #sustainable solution for generating, storing and distributing #greenhydrogen into electricity. With #hydrogen electrolysis, green electricity from solar power is available all year.
Explore more about #SOLHUB👉 https://t.co/rThGCV2Tar https://t.co/UhFO5MboXQ","H2Europe","POSITIVE",0.974729657173157,,,,,
"2022-03-02 09:00:00","🗞️イベントニュース
Wind Energy Hamburg 2022
風力エネルギーの国際見本市
Hamburg Messe und Congress
ドイツ、ハンブルク
2022年9月27-30日
https://t.co/YT3XSpchjW","ClaritasLtd","NEGATIVE",0.978913486003876,,,,,
"2022-03-02 08:58:11","RT @cer_aus: CER is proud to partner with @Deakin University and Sava Engineering on a game-changing technology that provides an environmen…","simonahac","POSITIVE",0.999633312225342,,,,,
"2022-03-02 08:56:36","Instead of just emissions, we need to start thinking about agriculture and meat consumption in terms of energy consumption and dependency. Be that natural gas or in future green hydrogen.
https://t.co/hGkmabvEvR https://t.co/GGvdaC82mz","andreasgraf","NEGATIVE",0.992456555366516,,,,,
"2022-03-02 08:54:50","Worley leveraged NVIDIA Omniverse and AspenTech's AI-driven Aspen OptiPlant to develop a 3D physically accurate conceptual layout of the Gigastack Green Hydrogen project at the Humber U.K refinery. Explore the project at GTC on March 24 at 8 AM PDT. https://t.co/p0AWZgUMNl","AnaMaiaHall","POSITIVE",0.959524035453796,,,,,
"2022-03-02 08:54:39","RT @MJohnsonSG1: 👇 🏴󠁧󠁢󠁳󠁣󠁴󠁿 NSET published today. Hugely significant. ‘New market opportunities’ programme includes export of green hydrogen…","Joni_E_Smith","POSITIVE",0.999080538749695,,,,,
"2022-03-02 08:54:00","@h2_view Green hydrogen please","nsreddy08","POSITIVE",0.980184257030487,,,,,
"2022-03-02 08:52:16","RT @cer_aus: CER is proud to partner with @Deakin University and Sava Engineering on a game-changing technology that provides an environmen…","Catriona_Rtree","POSITIVE",0.999633312225342,,,,,
"2022-03-02 08:50:02","Airbus to test hydrogen-fueled engine on A380 jet

https://t.co/6mmbbQ68OQ","Green_EnergyLtd","NEGATIVE",0.990380704402924,,,,,
"2022-03-02 08:50:02","#Stepping on the #gas on green #hydrogen

For More Information:
https://t.co/eA6VtU8gq0

#sustainability #sustainable #climatechange #environment #climate #climatecrisis #eco #renewableenergy #renewablepower #cleanenergyfuture #ces #greenhydrogen #information #soil #tree #plan https://t.co/mPyHRhP32z","Cen4CleanEnergy","NEGATIVE",0.981204867362976,,,,,
"2022-03-02 08:48:58","@stellastafford @jackwallerGTFC @NickCooperative @Ogilvie_CJ @JunagarhMedia @FreshairIan @EmBeck2015 @dcracy3 @BurningClock @jp00769 I'm afraid we are stuck with all the roads we currently have which connect the country.Rail is too limited to be expanded massively.There has to be another source of propulsion to power transport found or make sure green hydrogen is deliverable","RogerDrew8","NEGATIVE",0.99895191192627,,,,,
"2022-03-02 08:45:57","The Green Hydrogen project, implemented by @DEWAOfficial, in collaboration with @expo2020dubai  &amp; @Siemens_Energy  at the Mohammed bin Rashid Al Maktoum Solar Park, is the first of its kind in the (MENA) to produce hydrogen using solar power
… https://t.co/mvIeDSjIuI","DubaiTrends","POSITIVE",0.993884146213532,,,,,
"2022-03-02 08:43:49","@MalmendierL is assisting Hydroma Group and Luthardt Group to participate in the tendering process of the German Federal Ministries of Economics and of Research for pilot projects for the production of green hydrogen in West and North Africa, namely in Senegal (""HySEN Project""). https://t.co/07nMCuq8gD","MalmendierL","POSITIVE",0.859520137310028,,,,,
"2022-03-02 08:43:05","Green Hydrogen Technology holt ehemaligen ZF-CEO in den Beirat https://t.co/X4qZE1NMOi","firmenpresse","NEGATIVE",0.963437855243683,,,,,
"2022-03-02 08:41:22","Wir sind Partner der @the_smarter_E  und freuen uns auf die Zusammenarbeit beim #GreenHydrogen Forum &amp;Expo. Besuchen Sie uns am 11.05. bis 13.05. in der Halle B2 auf der Messe München! Den DWV finden Sie auf Stand B2.470D, direkt beim Green Hydrogen Forum. https://t.co/XFsdgr6suf https://t.co/3uCC6xysXg","DWV_H2","NEGATIVE",0.993010938167572,,,,,
"2022-03-02 08:39:04","@SuperNodeLtd @WindEnergyIRL @EamonRyan @SeanKellyMEP @WindEurope We need to #decarbonise
We need energy
We need battery, cables &amp; green #hydrogen","IrelandHydrogen","NEGATIVE",0.983656525611877,,,,,
"2022-03-02 08:36:07","Green Hydrogen Technology holt ehemaligen ZF-CEO in den Beirat https://t.co/RoodrLOhfX via @na_presseportal #ots #umwelt #news","pp_soziales","NEGATIVE",0.992699444293976,,,,,
"2022-03-02 08:36:06","Green Hydrogen Technology holt ehemaligen ZF-CEO in den Beirat https://t.co/03XHSddKlA via @na_presseportal #ots #wirtschaft #news","pp_gesellschaft","NEGATIVE",0.987532317638397,,,,,
"2022-03-02 08:36:05","Green Hydrogen Technology holt ehemaligen ZF-CEO in den Beirat https://t.co/LETf8UodO6 via @presseportal_ch #ots #news #Medienmitteilung","presseportal_ch","NEGATIVE",0.988075852394104,,,,,
"2022-03-02 08:30:32","@RaffKarva @Dale13260598 @SloanDan @mattgrocoff That's nice, but given the lack of green hydrogen available what is the point of converting from petrol to hydrogen to just have a large paperweight at the end?

Not to mention the lack of delivery and refueling infrastructure.","magnamundian","NEGATIVE",0.998800754547119,,,,,
"2022-03-02 08:26:38","RT @gnievchenko: Kees is right, the assumptions governing most (all?) economic analysis of green vs blue vs grey hydrogen out there are no…","MattiKahra","POSITIVE",0.580260336399078,,,,,
"2022-03-02 08:18:39","RT @Gi_Saudi: The next 1,000 unicorns “won’t be a search engine or media company, they will be businesses developing green hydrogen, green…","Pumice_exporter","NEGATIVE",0.921477138996124,,,,,
"2022-03-02 08:14:03","@seanctucker @MacklinHogan I just want a green hydrogen V8.","Rowland808","NEGATIVE",0.994923889636993,,,,,
